mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator,param_sampler,param_scaler,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_speci,split1_test_speci,split2_test_speci,split3_test_speci,split4_test_speci,mean_test_speci,std_test_speci,rank_test_speci,split0_train_speci,split1_train_speci,split2_train_speci,split3_train_speci,split4_train_speci,mean_train_speci,std_train_speci
0.1209630012512207,0.008329620315600184,0.11139855384826661,0.00398856569240003,LogisticRegression(),RandomUnderSampler(),StandardScaler(),"{'estimator': LogisticRegression(), 'sampler': RandomUnderSampler(), 'scaler': StandardScaler()}",0.7455731340034109,0.7499509135235535,0.7307113719550125,0.7314520058044609,0.7362977003927266,0.7387970251358328,0.007692835602835148,2,0.7388433325541138,0.7378045106343648,0.7421085104132644,0.7421508839416847,0.7407145052308274,0.7403243485548511,0.0017444012627914288,0.6826829268292683,0.6749593495934959,0.6722764227642276,0.6811122855516709,0.683714123099439,0.6789490215676203,0.004511518800323141,11,0.6766738485304281,0.675433960730111,0.6833204601813082,0.6794447041606537,0.6811723815524706,0.6792090710309944,0.002880709733106205,0.264001508580049,0.26127124907612714,0.25171709671431225,0.2543726235741445,0.2562141491395793,0.2575153254168424,0.004502590925778033,1,0.2556039122092751,0.2563338301043219,0.261751326762699,0.2582192747283759,0.259395656279509,0.25826080001683616,0.002202074745134473,0.6889763779527559,0.696551724137931,0.6679802955665025,0.6591133004926109,0.6600985221674877,0.6745440440634576,0.015378517406304266,1,0.6726600985221675,0.6776655996060084,0.6801280472789953,0.6759418862349175,0.6764343757695149,0.6765660014823207,0.002431469078383337,0.16328434802892466,0.16079144871503298,0.15507776761207684,0.1575971731448763,0.15895610913404506,0.1591413693269912,0.0027863508966717815,9,0.15777919001675428,0.1580609959221182,0.1620606700698234,0.15959302325581395,0.16046498043109994,0.15959177193912194,0.0015802962415676974,0.6821162708259483,0.6730172795746566,0.6726628267611874,0.6830911024459412,0.6858383551931939,0.6793451669601855,0.0054510250783985515,11,0.6770348708405335,0.6752331789884131,0.6836076832753617,0.6797598475785369,0.6815986530196287,0.6794468467404948,0.003020378258574454
0.25007948875427244,0.021902716001531916,0.13157081604003906,0.013917377010680508,LogisticRegression(),RandomUnderSampler(),passthrough,"{'estimator': LogisticRegression(), 'sampler': RandomUnderSampler(), 'scaler': 'passthrough'}",0.7419552840479309,0.7454238701270924,0.7288842811963219,0.7299309541562841,0.7366464220667304,0.7365681623188719,0.006489149824058861,6,0.7368837317066196,0.7357491957901872,0.7405842063678776,0.740940810598408,0.7395005967581385,0.7387317082442462,0.0020597800794382027,0.683089430894309,0.6745528455284553,0.6782926829268293,0.685340271566794,0.6811935929750387,0.6804937647782853,0.0037644429333359535,9,0.681043944875808,0.6766128704418879,0.6878328387332818,0.6809284741559788,0.6792414479969106,0.6811319152407733,0.0037134117737465753,0.2592170277461041,0.2571905733902394,0.2501421262080728,0.25519630484988454,0.2549876496294889,0.25534673636475796,0.003020543996045814,2,0.2575700227100681,0.25549836218998595,0.26206034979819337,0.25798827755719417,0.25858585858585853,0.25834057416826,0.0021303955765959257,0.6712598425196851,0.6827586206896552,0.6502463054187192,0.6532019704433497,0.6610837438423646,0.6637100965827548,0.011986968345255007,4,0.6704433497536946,0.672248214725437,0.671509480423541,0.6720019699581384,0.6776655996060084,0.6727737228933639,0.0025231395994631924,0.16062176165803108,0.15843621399176955,0.15485687470671047,0.15857450370724707,0.1579566854990584,0.1580892079125633,0.0018566256404976575,10,0.1594050128835793,0.1577214166040788,0.16279625097009134,0.15963732085405088,0.15977705527171387,0.15986741131670285,0.0016406287312305493,0.6841545551222971,0.6738147984049624,0.6808152414709792,0.6882311237149947,0.6830024813895782,0.6820036400205624,0.004751317525440333,9,0.681997430103239,0.6770055608480847,0.6893014599995569,0.6817315787141655,0.6793832247773495,0.6818838508884791,0.004125720704161032
0.6901895999908447,0.028105527579019317,0.1420424461364746,0.03164759038963872,LogisticRegression(),passthrough,StandardScaler(),"{'estimator': LogisticRegression(), 'sampler': 'passthrough', 'scaler': StandardScaler()}",0.7439791761451655,0.7488618005067977,0.7293032514061344,0.7301243488753422,0.7353059303639313,0.7375149014594742,0.007713235152651598,4,0.7374615819641878,0.7365477878049751,0.7413319586062858,0.7409840280880295,0.7398573019811121,0.739236531688918,0.0019083869411295094,0.9171544715447154,0.9173983739837398,0.9179674796747967,0.9170664281648915,0.9173916578583625,0.9173956822453013,0.00031418675753994163,3,0.9175169722346437,0.9173746900280499,0.9172120817919428,0.9173966950547775,0.917356043822029,0.9173712965862887,9.742688512764564e-05,0.013552758954501453,0.023076923076923078,0.025120772946859903,0.017341040462427747,0.015503875968992246,0.01891907428194089,0.004442969353443686,13,0.01885880077369439,0.015023019142234067,0.018317666907688605,0.02213666987487969,0.020712909441233142,0.019009813227945975,0.0024113965901128337,0.006889763779527559,0.011822660098522168,0.012807881773399015,0.008866995073891626,0.007881773399014778,0.00965381482487103,0.002282595998138164,13,0.00960591133004926,0.007633587786259542,0.009357301157350407,0.011327259295739965,0.01058852499384388,0.009702516912648613,0.0012517006365479887,0.4117647058823529,0.48,0.65,0.391304347826087,0.47058823529411764,0.48073145780051146,0.0911140825999876,4,0.5131578947368421,0.4696969696969697,0.4318181818181818,0.4842105263157895,0.4725274725274725,0.47428220901905116,0.026219029540717108,0.9991137894363701,0.9988480283562251,0.9993797075764289,0.9987593052109182,0.9992024104927331,0.9990606482145349,0.00022835683452295438,4,0.9991802915503567,0.9992245829363936,0.9988922613377053,0.9989144401612832,0.998936594443706,0.9990296340858891,0.00014247807771028984
1.2548397541046143,0.050984027787497506,0.09434056282043457,0.004355388974850528,LogisticRegression(),passthrough,passthrough,"{'estimator': LogisticRegression(), 'sampler': 'passthrough', 'scaler': 'passthrough'}",0.743478327615996,0.7479191830124561,0.728486874987723,0.729462703195422,0.7350577040947294,0.7368809585812652,0.0076705030609654674,5,0.7369567971848564,0.735877023539984,0.7403001168180113,0.740089902852735,0.7395707528950399,0.7385589186581253,0.001797712257228475,0.9172357723577236,0.9172357723577236,0.9180487804878049,0.9173103504349948,0.9173916578583625,0.9174444666993219,0.0003075964100640808,2,0.9174559941461035,0.9174153420870768,0.9173137119395097,0.917356043822029,0.917295066972906,0.917367231793525,6.064760901451689e-05,0.011650485436893204,0.015473887814313345,0.02514506769825919,0.023054755043227668,0.013592233009708738,0.01778328580048043,0.005338421181226834,14,0.015992246183668523,0.01119493794110489,0.017391304347826087,0.02259615384615385,0.01833534378769602,0.017101997221289876,0.0036855256365948227,0.005905511811023622,0.007881773399014778,0.012807881773399015,0.011822660098522168,0.006896551724137931,0.009062875761219502,0.002745847386775941,14,0.00812807881773399,0.005663629647869982,0.008864811622753016,0.011573504063038661,0.009357301157350407,0.008717465061749212,0.0019110911487868682,0.42857142857142855,0.42105263157894735,0.6842105263157895,0.46153846153846156,0.4666666666666667,0.4924079429342588,0.09754019704918407,2,0.4925373134328358,0.4791666666666667,0.45569620253164556,0.47474747474747475,0.4523809523809524,0.470905721951915,0.015002830338123777,0.999291031549096,0.9990252547629597,0.9994683207797962,0.9987593052109182,0.999291031549096,0.9991669887703732,0.0002481405308759126,3,0.9992467543976251,0.9994461306688526,0.9990473447504264,0.9988479773140148,0.9989809030085516,0.9991138220278941,0.0002101714318350849
1.9432035446166993,0.045528306325337484,0.6486220836639405,0.02841287319978221,RandomForestClassifier(),RandomUnderSampler(),StandardScaler(),"{'estimator': RandomForestClassifier(), 'sampler': RandomUnderSampler(), 'scaler': StandardScaler()}",0.722622286590727,0.73256461015647,0.7224475577895589,0.715845008320775,0.726212231277383,0.7239383388269828,0.005459662337521064,12,0.9842227459218114,0.9822442885679237,0.9829037708651551,0.984662651924451,0.9817650125322537,0.983159693962319,0.0011169209518704206,0.6752845528455285,0.6761788617886179,0.6798373983739837,0.6700544759736564,0.678103910887064,0.6758918399737701,0.003316223347818626,12,0.7253750152445221,0.7255579495101427,0.744156266514899,0.7292831155104779,0.7257464582613468,0.7300237610082776,0.007212848202338724,0.25205992509363295,0.25952779327012454,0.2507610350076104,0.24488276888723481,0.2551269990592663,0.25247170426357374,0.004848234195142449,6,0.3753871758124913,0.3756011838697743,0.3921966294847651,0.3788069586306609,0.37575757575757573,0.37954990471105343,0.006446612807312753,0.6624015748031497,0.6876847290640394,0.6492610837438424,0.6482758620689655,0.6679802955665025,0.6631207090492999,0.014422083829626772,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.15564292321924145,0.1599450045829514,0.15538788021692998,0.15095205322321634,0.15767441860465117,0.15592045596939808,0.002977215601077986,14,0.23106254624096523,0.2312247338154074,0.2439332051898126,0.23365937859608746,0.23134328358208955,0.23424462948487249,0.004937089212610687,0.6764445232187167,0.6751439964554719,0.6825875055383253,0.6720134704005671,0.6790145338532435,0.6770408058932649,0.00357460543948335,12,0.7006734901856528,0.7008662516339145,0.7211378691539092,0.7049271124108291,0.7010722672692632,0.7057353981307137,0.007860861638623609
1.8024381160736085,0.09048609933883296,0.6397680282592774,0.054918720204511745,RandomForestClassifier(),RandomUnderSampler(),passthrough,"{'estimator': RandomForestClassifier(), 'sampler': RandomUnderSampler(), 'scaler': 'passthrough'}",0.721970712485381,0.7320610427111275,0.7151840251783722,0.7234902988319483,0.728189877816447,0.7241791914046553,0.00573540152148289,11,0.9836152520338832,0.981717764915401,0.9830657309318228,0.9789978193661466,0.98090924131877,0.9816611617132047,0.0016403209643821315,0.6886178861788618,0.6850406504065041,0.6680487804878049,0.6737133100252053,0.684689812179852,0.6800220878556456,0.007797719362681843,10,0.7385259563396886,0.7340135777877149,0.733911947640148,0.7263155755198276,0.7348320087806662,0.7335198132136092,0.00397698226841958,0.2551536367172307,0.2589900535577659,0.24402888354008515,0.25698944639881505,0.2542307692307692,0.2538785578889332,0.005187889338053694,4,0.38696149447197864,0.3829686910599774,0.38287842360816476,0.37624496224579607,0.38369236583522304,0.382549187444228,0.003487203614032035,0.6456692913385826,0.6669950738916256,0.6492610837438424,0.683743842364532,0.6512315270935961,0.6593801636864357,0.01420112512379572,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.15899175957343675,0.1606930928079753,0.15025079799361604,0.15823073415412678,0.15794504181600955,0.1572222852690329,0.0036143747812773597,11,0.23989600567241787,0.23683443167901091,0.23676539179104478,0.23171288371562251,0.23738820365932076,0.23651938330348338,0.002661527432738111,0.6924849344204183,0.6866637128932211,0.6697385910500665,0.6728110599078341,0.6876993973768167,0.6818795391296713,0.008931667409372743,10,0.7150073109131995,0.7100826373042072,0.7099718634379777,0.7016925871771014,0.7109752315122513,0.7095459260689474,0.004336220746453213
11.5680260181427,0.437267520672585,0.7341956615447998,0.027880539053160226,RandomForestClassifier(),passthrough,StandardScaler(),"{'estimator': RandomForestClassifier(), 'sampler': 'passthrough', 'scaler': StandardScaler()}",0.7052515128381904,0.7140828642581045,0.7014517723731969,0.7039109825499464,0.711798387533331,0.7072991039105538,0.0048192580182594,15,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.917479674796748,0.9170731707317074,0.9176422764227642,0.9177981949752012,0.9174729652817302,0.9174932564416303,0.00024176958450673215,1,0.9999593479409732,0.9999593479409732,1.0,0.9999593487672513,0.9999796743836257,0.9999715438065648,1.6260740986058645e-05,0.007820136852394917,0.013539651837524178,0.009775171065493646,0.013658536585365852,0.00975609756097561,0.01090991878035084,0.002308077292250542,15,0.9997536338999753,0.9997536945812807,1.0,0.9997536945812807,0.9998768624553626,0.9998275771035798,9.85327891334943e-05,0.003937007874015748,0.006896551724137931,0.0049261083743842365,0.006896551724137931,0.0049261083743842365,0.005516465614212017,0.0011833009284134732,15,0.9995073891625615,0.9995075104654026,1.0,0.9995075104654026,0.9997537552327013,0.9996552330652136,0.00019701401439982977,0.5714285714285714,0.3684210526315789,0.625,0.7,0.5,0.55296992481203,0.113146803343221,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9997341368309111,0.9989366415595924,0.999734160389898,0.9997341368309111,0.9995568947181851,0.9995391940658995,0.00030899840345947633,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11.369680023193359,0.49051742877858723,0.753981065750122,0.04850420590104375,RandomForestClassifier(),passthrough,passthrough,"{'estimator': RandomForestClassifier(), 'sampler': 'passthrough', 'scaler': 'passthrough'}",0.7060504107271951,0.7132527375150326,0.6994513838719606,0.7044491699306573,0.7090534921934889,0.7064514388476669,0.004608666167332069,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9171544715447154,0.9167479674796748,0.9173983739837398,0.9173103504349948,0.9173103504349948,0.9171843027756239,0.00023189691668431154,6,0.9999593479409732,0.9999593479409732,0.9999593479409732,1.0,0.9999796743836257,0.999971543641309,1.6260864925420436e-05,0.0077896786757546245,0.015384615384615384,0.009746588693957114,0.009737098344693282,0.0058651026392961885,0.00970461674766332,0.003183521874333338,16,0.9997536338999753,0.9997536945812807,0.9997536945812807,1.0,0.9998768624553626,0.9998275771035798,9.85327891334943e-05,0.003937007874015748,0.007881773399014778,0.0049261083743842365,0.0049261083743842365,0.002955665024630542,0.004925332609285908,0.0016490554583266492,16,0.9995073891625615,0.9995075104654026,0.9995075104654026,1.0,0.9997537552327013,0.9996552330652136,0.0001970140143998298,0.36363636363636365,0.32,0.45454545454545453,0.4166666666666667,0.375,0.38596969696969696,0.046078306009062764,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.999379652605459,0.9984935755427559,0.9994683207797962,0.999379652605459,0.9995568947181851,0.999255619250331,0.0003866491967639471,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
16.59871973991394,1.0763420691911838,0.147119140625,0.005581384961085468,LGBMClassifier(),RandomUnderSampler(),StandardScaler(),"{'estimator': LGBMClassifier(), 'sampler': RandomUnderSampler(), 'scaler': StandardScaler()}",0.7335470560364198,0.7437844822129728,0.7325636934681592,0.729801209437313,0.731710971374089,0.7342814825057907,0.004908717940516674,7,0.8260974118341411,0.8274552162753492,0.8276324871942983,0.8302490764348275,0.8316648447347039,0.828619807294664,0.00203077930974566,0.6736585365853659,0.676829268292683,0.6585365853658537,0.6793235222375803,0.6830636637124969,0.674282315238796,0.008453755708796046,13,0.6925281515508761,0.6929346721411439,0.6926907597869832,0.7015183235431615,0.6999735766987134,0.6959290967441756,0.003965276975762127,0.25167785234899326,0.2590866728797763,0.2470419505198996,0.2578095596537448,0.25695768204346164,0.25451474348917513,0.004508145667430639,3,0.3037054085155351,0.3030219146482122,0.3013078238365913,0.3079315707620529,0.3096852639947622,0.3051303963514308,0.003152197436184983,0.6643700787401575,0.6847290640394089,0.6788177339901478,0.6748768472906403,0.6640394088669951,0.67336662658547,0.008112153683346501,2,0.8125615763546798,0.8086678158089141,0.8027579413937453,0.8044816547648362,0.8153164245259789,0.8087570825696309,0.004728130416508588,0.15524379024839005,0.15977011494252874,0.150997150997151,0.15933938125145383,0.15930040179626564,0.15693016784715783,0.0033921136789187714,12,0.18675346730823664,0.18644260247530373,0.18545909659802026,0.1904068073202005,0.1911442096755571,0.18804123667546366,0.0022849855379489,0.6744948599787309,0.6761187416925122,0.6567124501550731,0.6797235023041475,0.684774902516838,0.6743648913294603,0.009505625774880257,13,0.6817315787141655,0.6825220993863128,0.6827879566652635,0.6922548628649918,0.6895963489742567,0.685778569320998,0.004299867742448624
7.54507474899292,4.014205705651792,0.15141572952270507,0.023810433546210263,LGBMClassifier(),RandomUnderSampler(),passthrough,"{'estimator': LGBMClassifier(), 'sampler': RandomUnderSampler(), 'scaler': 'passthrough'}",0.7377644501168122,0.7343490530828011,0.7283250140231485,0.7269597477050203,0.7357474640408057,0.7326291457937175,0.004236058669341273,8,0.8316479081009807,0.8248294583001914,0.829415419985134,0.8278549082493569,0.824726506447289,0.8276948402165903,0.00266961349661088,0.6822764227642276,0.6626016260162602,0.6637398373983739,0.6759086104561346,0.6811935929750387,0.673144017922007,0.008431133814995398,14,0.7010447579169885,0.6853530631326477,0.7011870401235822,0.6951767312343747,0.6981036199922762,0.6961730424799739,0.005842354018288135,0.25759878419452886,0.25225225225225223,0.248,0.25578790141896934,0.2538534728829686,0.2534984821497438,0.0032853106634806502,5,0.3102607390733446,0.3009393063583815,0.3081556779142548,0.3046320767839755,0.3055776333629436,0.30591308669858003,0.0031756354559888565,0.6673228346456693,0.6896551724137931,0.6719211822660098,0.6748768472906403,0.6571428571428571,0.672183778751794,0.01060593486695884,3,0.8147783251231527,0.8204875646392514,0.8062053681359271,0.8089140605762127,0.804727899532135,0.8110226436013358,0.005847494200552909,0.1596045197740113,0.1543550165380375,0.15206243032329989,0.15779774245565537,0.157311320754717,0.15622620596914422,0.0026794993079481046,13,0.19161260426320667,0.18426146104075652,0.19048173144053993,0.18764994858905518,0.18859649122807018,0.1885204473123257,0.002542069424945692,0.6836228287841191,0.6601683650863979,0.6630039875941516,0.6760014179369018,0.6833569656150301,0.67323071300332,0.009934029533718174,14,0.6908148345075104,0.6731949398497906,0.6917384850566054,0.6849439496654703,0.6885107891355399,0.6858405996429833,0.0067435105034869824
